spatial_reference_id,reference_type,topology_status,reciprocal_link_count,missing_direction_count,finding_count,detail
NG-SCELL-000403,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000404,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000405,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000406,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000407,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000408,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000409,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000410,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000411,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000412,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000413,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000414,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000415,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000416,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000417,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000418,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000419,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000420,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000421,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000422,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000423,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000424,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000425,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000426,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000427,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000428,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000429,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000430,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000431,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000432,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000433,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000434,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000435,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000436,REFERENCE_CELL,PASS,0,8,0,
NG-SCELL-000437,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000438,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000439,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000440,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000441,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000442,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000443,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000444,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000445,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000446,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000447,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000448,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000449,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000450,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000451,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000452,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000453,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000454,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000455,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000456,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000457,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000458,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000459,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000460,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000461,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000462,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000463,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000464,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000465,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000466,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000467,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000468,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000469,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000470,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000471,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000472,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000473,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000474,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000475,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000476,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000477,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000478,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000479,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000480,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000481,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000482,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000483,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000484,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000485,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000486,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000487,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000488,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000489,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000490,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000491,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000492,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000493,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000494,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000495,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000496,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000497,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000498,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000499,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000500,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000501,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000502,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000503,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000504,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000505,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000506,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000507,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000508,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000509,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000510,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000511,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000512,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000513,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000514,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000515,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000516,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000517,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000518,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000519,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000520,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000521,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000522,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000523,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000524,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000525,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000526,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000527,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000528,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000529,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000530,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000531,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000532,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000533,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000534,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000535,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000536,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000537,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000538,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000539,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000540,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000541,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000542,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000543,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000544,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000545,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000546,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000547,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000548,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000549,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000550,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000551,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000552,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000553,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000554,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000555,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000556,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000557,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000558,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000559,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000560,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000561,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000562,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000563,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000564,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000565,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000566,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000567,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000568,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000569,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000570,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000571,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000572,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000573,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000574,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000575,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000576,REFERENCE_CELL,PASS,3,5,0,
NG-SCELL-000577,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000578,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000579,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000580,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000581,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000582,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000583,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000584,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000585,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000586,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000587,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000588,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000589,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000590,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000591,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000592,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000593,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000594,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000595,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000596,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000597,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000598,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000599,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000600,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000601,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000602,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000603,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000604,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000605,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000606,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000607,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000608,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000609,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000610,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000611,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000612,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000613,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000614,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000615,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000616,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000617,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000618,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000619,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000620,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000621,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000622,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000623,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000624,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000625,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000626,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000627,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000628,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000629,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000630,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000631,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000632,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000633,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000634,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000635,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000636,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000637,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000638,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000639,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000640,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000641,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000642,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000643,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000644,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000645,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000646,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000647,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000648,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000649,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000650,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000651,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000652,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000653,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000654,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000655,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000656,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000657,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000658,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000659,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000660,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000661,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000662,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000663,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000664,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000665,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000666,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000667,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000668,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000669,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000670,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000671,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000672,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000673,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000674,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000675,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000676,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000677,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000678,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000679,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000680,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000681,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000682,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000683,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000684,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000685,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000686,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000687,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000688,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000689,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000690,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000691,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000692,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000693,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000694,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000695,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000696,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000697,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000698,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000699,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000700,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000701,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000702,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000703,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000704,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000705,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000706,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000707,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000708,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000709,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000710,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000711,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000712,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000713,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000714,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000715,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000716,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000717,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000718,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000719,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000720,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000721,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000722,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000723,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000724,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000725,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000726,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000727,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000728,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000729,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000730,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000731,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000732,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000733,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000734,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000735,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000736,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000737,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000738,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000739,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000740,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000741,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000742,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000743,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000744,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000745,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000746,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000747,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000748,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000749,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000750,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000751,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000752,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000753,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000754,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000755,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000756,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000757,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000758,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000759,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000760,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000761,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000762,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000763,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000764,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000765,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000766,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000767,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000768,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000769,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000770,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000771,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000772,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000773,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000774,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000775,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000776,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000777,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000778,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000779,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000780,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000781,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000782,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000783,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000784,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000785,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000786,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000787,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000788,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000789,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000790,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000791,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000792,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000793,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000794,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000795,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000796,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000797,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000798,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000799,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000800,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000801,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000802,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000803,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000804,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000805,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000806,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000807,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000808,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000809,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000810,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000811,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000812,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000813,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000814,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000815,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000816,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000817,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000818,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000819,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000820,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000821,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000822,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000823,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000824,REFERENCE_CELL,PASS,8,0,0,
